Country,State,City,Lat,Log
Cuba,Las Tunas,Puerto Padre,21.195,-76.6017
Colombia,Antioquia,Caucasia,7.9833,-75.2
Chile,Región Metropolitana,Peñaflor,-33.6167,-70.9167
Japan,Toyama,Imizuchō,36.7306,137.0756
Pakistan,Khyber Pakhtunkhwa,Nasatta,34.1022,71.7964
Benin,Zou,Abomey,7.1856,1.9881
India,Tamil Nādu,Pollāchi,10.659,77.008
Kosovo,Gjilan,Gjilan,42.4689,21.4633
Turkey,Sakarya,Hendek,40.805,30.7492
United States,California,Westminster,33.7523,-117.9938
Spain,Andalusia,El Ejido,36.7831,-2.8167
Pakistan,Punjab,Jalalpur Jattan,32.6419,74.2033
Kenya,Wajir,Wajir,1.7472,40.0572
Philippines,Negros Occidental,Victorias,10.9,123.08
Malaysia,Sarawak,Marudi,4.1833,114.3167
India,Andhra Pradesh,Kāvali,14.913,79.9929
Romania,Botoşani,Botoşani,47.7486,26.6694
Angola,Moxico,Luau,-10.7044,22.2283
Argentina,Buenos Aires,Necochea,-38.55,-58.7333
China,Zhejiang,Tangjia,30.7833,120.3
Egypt,Al Jīzah,Al Badrashayn,29.85,31.2667
Haiti,Ouest,Léogâne,18.5108,-72.6339
Libya,Darnah,Darnah,32.7648,22.6391
Burma,Shan State,Möng Tun,20.3,98.9333
Senegal,Saint-Louis,Richard-Toll,16.4661,-15.6933
Somalia,Jubbada Hoose,Afmadow,0.5127,42.0796
Somalia,Gedo,Barwaaqo,3.4832,42.1868
Syria,Idlib,Ma‘arrat an Nu‘mān,35.6483,36.6769
Venezuela,Táchira,La Grita,8.1333,-71.9833
Japan,Hiroshima,Mihara,34.3975,133.0786
Spain,Andalusia,El Puerto de Santa María,36.6015,-6.2381
South Africa,Free State,Hoopstad,-27.8333,25.9167
Philippines,Davao de Oro,Compostela,7.67,126.08
Burma,Mandalay,Mogok,22.9167,96.5
Gaza Strip,,Bayt Lāhyā,31.5464,34.4951
Brazil,Minas Gerais,Patrocínio,-18.9439,-46.9928
Spain,Andalusia,Chiclana de la Frontera,36.4167,-6.15
Tunisia,Sousse,Msaken,35.7333,10.5833
Brazil,São Paulo,Itapeva,-23.9819,-48.8758
Argentina,Buenos Aires,Olavarría,-36.9,-60.3333
United Kingdom,Hertfordshire,Stevenage,51.9017,-0.2019
Guatemala,Guatemala,San José Pinula,14.55,-90.4167
India,Karnātaka,Sankeshwar,16.27,74.48
Japan,Shiga,Kōka,34.9667,136.1667
Greece,Attikí,Glyfáda,37.8667,23.75
Turkmenistan,Balkan,Serdar,38.9833,56.2833
Brazil,Rio de Janeiro,Saquarema,-22.92,-42.51
Indonesia,Jawa Timur,Bangkalan,-7.0253,112.7519
Chile,Región Metropolitana,Los Cerrillos,-33.5,-70.7167
France,Île-de-France,Aubervilliers,48.9131,2.3831
Angola,Cuanza-Sul,Conda,-11.1667,14.5
France,Nouvelle-Aquitaine,Poitiers,46.58,0.34
Syria,Ţarţūs,Ţarţūs,34.8846,35.8866
Russia,Udmurtiya,Sarapul,56.4667,53.8
India,Andhra Pradesh,Kadiri,14.12,78.17
Taiwan,Miaoli,Zhunan,24.6833,120.8833
Spain,Valencia,Torrente,39.4389,-0.4656
Philippines,Zamboanga Sibugay,Ipil,7.7822,122.5867
Bosnia and Herzegovina,"Srpska, Republika",Prijedor,44.9808,16.7133
Italy,Veneto,Mestre,45.4906,12.2381
Venezuela,Aragua,Villa de Cura,10.0383,-67.4892
Somalia,Gedo,Caracase,3.7532,42.5441
Philippines,South Cotabato,Surallah,6.37,124.73
Mexico,Puebla,Ciudad de Atlixco,18.9,-98.45
Italy,Tuscany,Pistoia,43.9333,10.9167
Benin,Alibori,Ségbana,10.9278,3.6944
United States,New Jersey,Clifton,40.863,-74.1575
Chad,Mayo-Kebbi-Ouest,Léré,9.6572,14.2283
United States,New York,Cheektowaga,42.9082,-78.7466
Bulgaria,Stara Zagora,Kazanlak,42.617,25.4
Russia,Magadanskaya Oblast’,Magadan,59.5667,150.8
India,Jhārkhand,Phusro,23.77,85.99
Philippines,Albay,Polangui,13.2922,123.4856
Philippines,South Cotabato,Banga,6.3,124.78
Angola,Huíla,Humpata,-15,13.3333
Philippines,Aklan,Kalibo,11.7072,122.37
Mexico,Sonora,San Francisco,30.7841,-112.518
Iran,Lorestān,Kūhdasht,33.5294,47.6092
Belarus,Minskaya Voblasts’,Maladzyechna,54.3208,26.8572
Kyrgyzstan,Jalal-Abad,Jalal-Abad,40.9375,72.9861
India,Uttar Pradesh,Kairāna,29.3953,77.2053
Poland,Śląskie,Jaworzno,50.2044,19.27
United States,Illinois,Waukegan,42.3698,-87.8716
Burma,Sagaing,Shwebo,22.5667,95.7
Philippines,Negros Occidental,Hinigaran,10.27,122.85
Philippines,Camarines Sur,Calabanga,13.7089,123.2161
Jordan,Al Balqā’,As Salţ,32.0333,35.7333
Philippines,Iloilo,Passi,11.1,122.63
Philippines,Negros Occidental,Murcia,10.6,123.03
Philippines,Cebu,Bogo,11.02,124
Belgium,Flanders,Aalst,50.9383,4.0392
Morocco,Rabat-Salé-Kénitra,Al Khmissat,33.8167,-6.0667
United States,Minnesota,Bloomington,44.8306,-93.3151
Italy,Tuscany,Lucca,43.85,10.5167
Russia,Permskiy Kray,Solikamsk,59.6433,56.75
Taiwan,Changhua,Hemei,24.1167,120.5
Italy,Tuscany,Pisa,43.7167,10.4
China,Jilin,Wangqing,43.3126,129.7572
Portugal,Viana do Castelo,Viana do Castelo,41.7,-8.8333
Honduras,El Paraíso,Danlí,14.0324,-86.5683
Puerto Rico,Puerto Rico,Mayagüez,18.2003,-67.1397
Morocco,Tanger-Tétouan-Al Hoceïma,Gueznaia,35.7066,-5.9088
Benin,Couffo,Toviklin,6.8333,1.8167
Peru,Lima,Chosica,-11.9361,-76.6972
Burma,Kayin State,Paingkyon,17.0242,97.9844
Argentina,Córdoba,Villa María,-32.4103,-63.2314
India,Tamil Nādu,Rāsipuram,11.4618,78.1909
China,Shanxi,Leping,37.6147,113.665
India,Uttar Pradesh,Najībābād,29.6128,78.3425
United States,California,San Leandro,37.7074,-122.1599
United States,Massachusetts,Newton,42.3316,-71.2085
Kosovo,Podujevë,Podujevë,42.9111,21.1899
Cuba,Santiago de Cuba,San Luis,20.1881,-75.8486
Brazil,Maranhão,Barra do Corda,-5.5031,-45.2369
United States,Missouri,Joplin,37.0757,-94.5018
Pakistan,Punjab,Bhakkar,31.6278,71.0625
Argentina,Buenos Aires,Berisso,-34.8728,-57.8858
Cameroon,Est,Bertoua,4.5833,13.6833
Philippines,Cagayan,Solana,17.6522,121.6914
Algeria,Oum el Bouaghi,Aïn M’Lila,36.0361,6.5708
India,Andhra Pradesh,Nirmal,19.1,78.35
India,Mahārāshtra,Nirāla,19.8143,78.1662
India,Tamil Nādu,Ootacamund,11.41,76.7
Iran,Eşfahān,Fūlād Shahr,32.4906,51.4211
Philippines,Isabela,Echague,16.7056,121.6761
Philippines,Masbate,Aroroy,12.5125,123.3989
Russia,Orenburgskaya Oblast’,Buzuluk,52.7833,52.25
Japan,Chiba,Mobara,35.4285,140.2881
Philippines,Agusan del Sur,Prosperidad,8.61,125.92
United States,Massachusetts,Lawrence,42.7002,-71.1626
Philippines,Sarangani,Alabel,6.1023,125.2868
Fiji,Rewa,Suva,-18.1333,178.4333
Thailand,Chon Buri,Ban Laem Chabang,13.0833,100.8833
Tunisia,Béja,Béja,36.7333,9.1833
United Kingdom,North East Lincolnshire,Grimsby,53.5675,-0.08
Germany,Baden-Württemberg,Villingen-Schwenningen,48.0603,8.4586
India,West Bengal,Jangipur,24.4691,88.1032
Sri Lanka,North Central,Jaffna,9.6647,80.0167
Greece,Attikí,Níkaia,37.9667,23.6333
Libya,Al Jafārah,Janzūr,32.8172,13.0111
China,Hebei,Leshou,38.1822,116.1108
India,Punjab,Sangrūr,30.2506,75.8442
Nigeria,Yobe,Damaturu,11.7444,11.9611
China,Guangdong,Qiantangcun,23.6742,116.915
United Kingdom,Hartlepool,Hartlepool,54.69,-1.21
Qatar,Al Wakrah,Al Wakrah,25.18,51.61
Indonesia,Jawa Timur,Tuban,-6.9,112.05
Côte d’Ivoire,Bas-Sassandra,Sassandra,4.9504,-6.0833
Japan,Fukui,Sakai,36.1669,136.2314
Canada,Ontario,Newmarket,44.05,-79.4667
Mexico,México,Jilotepec,19.9519,-99.5328
Philippines,Cotabato,Makilala,6.97,125.08
Lithuania,Panevėžio Miestas,Panevėžys,55.725,24.3639
Morocco,Souss-Massa,Wislane,30.225,-8.3801
Venezuela,La Guaira,Maiquetía,10.5958,-66.9772
India,Tamil Nādu,Mettupālaiyam,11.2341,76.9067
Uganda,Wakiso,Wakiso,0.3981,32.4781
United Kingdom,Bromley,Bromley,51.407,0.021
India,Jhārkhand,Jumri Tilaiyā,24.4289,85.5355
Brazil,Bahia,Guanambi,-14.2228,-42.7808
Cuba,Matanzas,Jagüey Grande,22.5292,-81.1325
Russia,Udmurtiya,Glazov,58.1333,52.6667
Philippines,Cagayan,Baggao,17.9347,121.7733
Venezuela,Guárico,San Juan de los Morros,9.901,-67.354
"Korea, South",Gangwon,Tonghae,37.5248,129.1143
Indonesia,Nusa Tenggara Timur,Ende,-8.8333,121.65
India,Tamil Nādu,Aruppukkottai,9.5139,78.1002
China,Yunnan,Menglang,22.5586,99.9336
India,Punjab,Farīdkot,30.67,74.76
Philippines,Laguna,Calauan,14.15,121.32
Japan,Aichi,Ama,35.2004,136.7832
Poland,Pomorskie,Słupsk,54.4658,17.0292
India,Goa,Madgaon,15.2736,73.9581
Philippines,Rizal,Baras,14.52,121.27
Rwanda,Southern Province,Gitarama,-2.0696,29.76
Germany,Saxony,Zwickau,50.7167,12.5
Sierra Leone,Eastern,Koidu-Bulma,8.4405,-10.85
India,Himāchal Pradesh,Palangotu Adwār,32.7888,76.0009
Germany,North Rhine-Westphalia,Ratingen,51.3,6.85
Philippines,Taguig,Western Bicutan,14.5094,121.0381
United Kingdom,Cheshire West and Chester,Chester,53.1914,-2.8903
Cuba,Pinar del Río,Consolación del Sur,22.5083,-83.5172
Turkey,İzmir,Tire,38.0833,27.7333
China,Fujian,Changting,25.867,116.3167
Philippines,Southern Leyte,Maasin,10.13,124.85
Philippines,La Union,San Fabian,16.15,120.45
Tunisia,Médenine,Ben Gardane,33.1389,11.2167
Azerbaijan,Salyan,Şatrovka,39.829,48.9478
United States,Arkansas,Springdale,36.1901,-94.1574
South Africa,Gauteng,Midrand,-25.9992,28.1264
Ethiopia,Sumalē,Denan,6.5,43.5
Pakistan,Punjab,Chauk Azam,30.9648,71.217
Guatemala,Guatemala,Santa Catarina Pinula,14.5667,-90.5
Bulgaria,Dobrich,Dobrich,43.5667,27.8333
Philippines,Batangas,Calaca,13.93,120.8131
Brazil,Minas Gerais,Caratinga,-19.79,-42.1389
India,Bihār,Jamūī,24.9278,86.2239
South Africa,Mpumalanga,Middelburg,-25.7681,29.4547
Guatemala,Sololá,Nahualá,14.85,-91.3167
Philippines,Tarlac,Camiling,15.6867,120.4131
United States,Michigan,Troy,42.5817,-83.1457
Paraguay,Central,Limpio,-25.1673,-57.4695
Russia,Moskovskaya Oblast’,Reutov,55.7622,37.8567
China,Guangdong,Shuangshuicun,22.4356,112.9964
Angola,Benguela,Chongoroi,-13.5667,13.95
Germany,North Rhine-Westphalia,Lünen,51.6167,7.5167
Argentina,San Juan,Chimbas,-31.5,-68.5319
Venezuela,Táchira,Rubio,7.7,-72.35
Bangladesh,Barishal,Bhola,22.6833,90.65
Brazil,São Paulo,Lorena,-22.7308,-45.1247
Pakistan,Punjab,Dipalpur,30.6708,73.6533
United Kingdom,Hammersmith and Fulham,Fulham,51.4828,-0.195
Burkina Faso,Hauts-Bassins,Houndé,11.5,-3.5167
El Salvador,Usulután,Usulután,13.35,-88.45
Sudan,White Nile,Ad Diwem,13.9904,32.3
Zimbabwe,Mashonaland West,Norton,-17.8833,30.7
United States,California,Citrus Heights,38.6948,-121.288
France,Hauts-de-France,Dunkerque,51.0383,2.3775
China,Guangxi,Bama,24.1474,107.2593
China,Gansu,Wulan,36.5585,104.6765
El Salvador,San Salvador,Cuscatancingo,13.7333,-89.1833
China,Guangdong,Heyunkeng,23.9533,112.9808
India,Tamil Nādu,Kumārapālaiyam,11.4416,77.6907
Netherlands,Limburg,Heerlen,50.8833,5.9833
Belgium,Flanders,Mechelen,51.0281,4.4803
Japan,Hyōgo,Takasagochō-takasemachi,34.7667,134.7833
Philippines,Pangasinan,Binmaley,16.0323,120.269
China,Shanxi,Tangxing,35.7261,111.7108
Argentina,Buenos Aires,Campana,-34.1667,-58.9167
Portugal,Porto,Paredes,41.2,-8.3333
Japan,Shizuoka,Fukuroi,34.7502,137.9247
Cameroon,North-West,Widekum,5.8717,9.7706
Russia,Krasnoyarskiy Kray,Kansk,56.2,95.7167
China,Hunan,Taohuajiang,28.5239,112.1342
Angola,Huambo,Longonjo,-12.9067,15.1864
Haiti,Sud,Les Cayes,18.2,-73.75
India,Haryāna,Hānsi,29.1,75.97
Mexico,Nuevo León,Salinas Victoria,25.9667,-100.3
United States,Florida,Deerfield Beach,26.305,-80.1277
Cuba,Matanzas,Cárdenas,23.0428,-81.2036
India,Madhya Pradesh,Shahdol,23.28,81.35
Honduras,Yoro,Yoro,15.1379,-87.1249
Japan,Shizuoka,Hamakita,34.7931,137.79
Spain,Canary Islands,Arona,28.1,-16.6667
Brazil,Minas Gerais,Unaí,-16.3639,-46.8944
Haiti,Centre,Belladère,18.85,-71.7833
United States,New York,Clarkstown,41.1319,-73.966
United Kingdom,Warwickshire,Nuneaton,52.523,-1.468
United States,Florida,Town 'n' Country,28.0106,-82.5763
Sweden,Gävleborg,Gävle,60.6748,17.1444
Spain,Castille-La Mancha,Toledo,39.8567,-4.0244
India,Andhra Pradesh,Anakāpalle,17.6913,83.0039
Brazil,Pernambuco,Gravatá,-8.2008,-35.565
United States,Virginia,Winchester,39.1735,-78.1746
Philippines,Camarines Sur,Nabua,13.4083,123.375
Venezuela,Delta Amacuro,Tucupita,9.0592,-62.0681
China,Hainan,Tuncheng,19.3633,110.0978
India,Rājasthān,Nīmbāhera,24.62,74.68
China,Shanxi,Yaofeng,35.1395,111.2174
India,Tamil Nādu,Nachchāndupatti,10.3238,78.7233
Algeria,Djelfa,Hassi Bahbah,35.0667,3.0333
Serbia,Loznica,Loznica,44.5333,19.2258
Sri Lanka,North Western,Kalpitiya,8.2372,79.7628
Indonesia,Jawa Tengah,Karanganyar,-7.6033,110.9778
Brazil,Santa Catarina,Navegantes,-26.8989,-48.6539
Ethiopia,Oromīya,Yabēlo,4.8833,38.0833
Mexico,Querétaro,Santa Rosa Jauregui,20.7418,-100.4473
China,Hainan,Dingcheng,19.6803,110.3681
Mexico,Sinaloa,Guasave,25.5655,-108.4718
France,Île-de-France,Aulnay-sous-Bois,48.9386,2.4906
Japan,Shizuoka,Gotenba,35.3087,138.9346
Taiwan,Miaoli,Miaoli,24.57,120.82
Côte d’Ivoire,Denguélé,Odienné,9.5,-7.5667
Nicaragua,Costa Caribe Norte,Bilwi,14.0281,-83.3808
Philippines,Cebu,Bantayan,11.2,123.73
Chile,Valparaíso,San Antonio,-33.5933,-71.6217
United States,Texas,Mission,26.2039,-98.3256
Turkey,Adıyaman,Kâhta,37.7803,38.6217
Sri Lanka,Eastern,Batticaloa,7.717,81.7
Egypt,Al Fayyūm,Ibshawāy,29.359,30.6806
Guatemala,Petén,La Libertad,16.7861,-90.1167
United States,Texas,Bryan,30.665,-96.3807
Japan,Ōsaka,Settsu,34.7772,135.5622
Russia,Moskovskaya Oblast’,Chekhov,55.15,37.45
Turkey,Diyarbakır,Silvan,38.1422,41.0014
India,Madhya Pradesh,Sārni,22.104,78.173
Canada,Quebec,Repentigny,45.7333,-73.4667
Russia,Tul’skaya Oblast’,Shchëkino,54,37.5167
Burma,Yangon,Thanhlyin,16.7333,96.25
Iran,Eşfahān,Khowrāsgān,32.6528,51.7589
Japan,Aichi,Kitanagoya,35.2456,136.8659
China,Hunan,Shaoshanzhan,27.915,112.5267
Nigeria,Yobe,Potiskum,11.7104,11.08
Iran,Tehrān,Tajrīsh,35.8056,51.4381
Spain,Andalusia,Vélez-Málaga,36.7833,-4.1
Russia,Pskovskaya Oblast’,Velikiye Luki,56.3333,30.5333
Spain,Melilla,Ciudad de Melilla,35.2922,-2.9408
Saudi Arabia,Najrān,Sharūrah,17.4908,47.1126
Japan,Kyōto,Kameoka,35.0167,135.5667
United States,California,Hawthorne,33.9147,-118.3476
United States,California,Whittier,33.9678,-118.0188
Nigeria,Nasarawa,Keffi,8.8464,7.8733
Azerbaijan,Bakı,Qaraçuxur,40.3969,49.9733
Japan,Mie,Iga,34.7667,136.1333
United States,California,Livermore,37.6868,-121.7607
Chile,Biobío,Chiguayante,-36.9167,-73.0167
Philippines,Nueva Ecija,Cabiao,15.2522,120.8575
Spain,Andalusia,Fuengirola,36.5417,-4.625
Brazil,Mato Grosso,Cáceres,-16.0711,-57.6789
United States,California,Lake Forest,33.6605,-117.6714
Greece,Thessalía,Vólos,39.3667,22.9333
Philippines,Albay,Guinobatan,13.18,123.6
Germany,Baden-Württemberg,Konstanz,47.6667,9.1833
Pakistan,Punjab,Kharian,32.8108,73.8647
Russia,Krasnodarskiy Kray,Anapa,44.8944,37.3167
United States,California,San Ramon,37.7624,-121.9365
United States,Florida,Melbourne,28.1086,-80.6627
India,Madhya Pradesh,Bāsoda,23.8515,77.9365
China,Hebei,Longhua,41.3246,117.7344
China,Hebei,Taishan Houcun,41.317,117.7264
Guatemala,San Marcos,San Pedro Sacatepéquez,14.9667,-91.7667
China,Guangdong,Ducheng,23.2445,111.5342
Japan,Gifu,Sekimachi,35.4958,136.918
India,Tamil Nādu,Maratturai,11.1536,79.5329
Germany,Rhineland-Palatinate,Worms,49.6319,8.3653
Brazil,Pará,Redenção,-8.0289,-50.0308
Kyrgyzstan,Ysyk-Köl,Karakol,42.4906,78.3936
Algeria,El Bayadh,El Bayadh,33.6803,1.0203
United States,Tennessee,Franklin,35.92,-86.8516
Ukraine,Zakarpatska Oblast,Mukacheve,48.45,22.75
China,Guangxi,Fusui,22.6325,107.9047
India,Mahārāshtra,Karād,17.285,74.184
Somalia,Bakool,Xuddur,4.12,43.8878
Turkey,Kırklareli,Kırklareli,41.7347,27.2253
Indonesia,Sumatera Barat,Pariaman,-0.6264,100.1178
United States,Washington,Auburn,47.3039,-122.2108
India,Andhra Pradesh,Chinnachauku,14.4732,78.8451
Philippines,Palawan,Batarasa,8.67,117.62
United States,New York,Colonie,42.7396,-73.7874
Taiwan,Changhua,Lugang,24.05,120.4333
Argentina,Buenos Aires,Junín,-34.5833,-60.95
Colombia,Antioquia,Caldas,6.09,-75.638
Ethiopia,Āmara,Kombolcha,11.0867,39.7367
Brazil,Rio Grande do Sul,Novo Hamburgo,-29.6778,-51.1308
Kosovo,,Mitrovicë,42.8833,20.8667
China,Yunnan,Jinhe,22.7667,103.25
India,West Bengal,Garulia,22.82,88.37
Philippines,Cavite,Tagaytay,14.1,120.93
Mexico,Guanajuato,Apaseo el Grande,20.5531,-100.6347
India,Madhya Pradesh,Chanwari,23.1917,82.3542
Argentina,Buenos Aires,General Rodríguez,-34.6167,-58.95
Colombia,Boyacá,Chiquinquirá,5.6333,-73.75
India,Tamil Nādu,Krishnagiri,12.5317,78.2174
Philippines,Zamboanga del Norte,Dapitan,8.6549,123.4243
Japan,Gifu,Takayama,36.146,137.2522
United States,Pennsylvania,Upper Darby,39.949,-75.2891
Argentina,Buenos Aires,Grand Bourg,-34.4833,-58.7167
India,Madhya Pradesh,Harda Khās,22.3441,77.0954
Cameroon,Extrême-Nord,Maga,10.85,14.9333
Uzbekistan,Navoiy,Zarafshon Shahri,41.6081,64.2264
Brazil,Pernambuco,Araripina,-7.55,-40.5667
Argentina,Buenos Aires,Monte Chingolo,-34.7333,-58.35
United States,Michigan,Port Huron,42.9821,-82.4388
Peru,Madre de Dios,Puerto Maldonado,-12.6,-69.1833
India,Madhya Pradesh,Mhow,22.55,75.76
United Kingdom,Derry and Strabane,Derry,54.9975,-7.32
Brazil,Maranhão,Santa Inês,-3.6669,-45.38
United Kingdom,Ealing,Ealing,51.5175,-0.2988
Germany,North Rhine-Westphalia,Marl,51.6667,7.1167
Azerbaijan,Bakı,Hövsan,40.3753,50.0839
Congo (Kinshasa),Sud-Kivu,Luvungi,-2.86,29.03
Oman,Ad Dākhilīyah,Bahlā’,22.9789,57.3047
Togo,Plateaux,Atakpamé,7.5269,1.1267
United Kingdom,Greenwich,Woolwich,51.488,0.063
China,Yunnan,Longchuan,25.1615,101.2942
Turkey,Bursa,Karacabey,40.2167,28.35
Lebanon,Mont-Liban,Baabda,33.8333,35.5333
Burma,Ayeyarwady,Hinthada,17.6461,95.4603
Spain,Catalonia,San Baudilio de Llobregat,41.336,2.043
Slovakia,Prešov,Prešov,49,21.2333
Saudi Arabia,Ash Sharqīyah,Sayhāt,26.4834,50.0485
Turkey,Hakkâri,Yüksekova,37.569,44.283
Canada,Ontario,Peterborough,44.3,-78.3167
Mexico,Tamaulipas,Ciudad Mante,22.7333,-98.95
Philippines,Manila,Pandacan,14.594,121.007
Mexico,Veracruz,Túxpam de Rodríguez Cano,20.95,-97.4
Zambia,Southern,Chirundu,-16.05,28.8333
Algeria,Mascara,Mohammadia,35.5833,0.0667
Vietnam,Điện Biên,Điện Biên Phủ,21.3833,103.0167
Italy,Calabria,Catanzaro,38.91,16.5875
Indonesia,Jawa Timur,Sumenep,-7.0049,113.8496
Congo (Kinshasa),Kasaï Oriental,Tshilenge,-6.25,23.7667
Indonesia,Papua,Sentani,-2.5636,140.5146
United States,Illinois,Decatur,39.8557,-88.9342
Italy,Veneto,Treviso,45.6722,12.2422
Jordan,Mādabā,Mādabā,31.7167,35.8
Algeria,Aïn Defla,Khemis Miliana,36.2667,2.2167
Japan,Akita,Yokotemachi,39.3113,140.5533
India,Gujarāt,Dhorāji,21.7337,70.4499
United States,Texas,Baytown,29.7587,-94.9671
Saudi Arabia,Al Ḩudūd ash Shamālīyah,Rafḩā,29.6202,43.4948
Solomon Islands,Honiara,Honiara,-9.4333,159.95
Japan,Ibaraki,Ushiku,35.9794,140.1496
Tunisia,Médenine,Houmt Souk,33.8667,10.85
India,Tamil Nādu,Vīrappanchathiram,11.3553,77.6678
Japan,Tōkyō,Komae,35.6348,139.5787
Brazil,Rio Grande do Sul,Santana do Livramento,-30.8908,-55.5328
Colombia,Atlántico,Sabanalarga,10.63,-74.9236
Liberia,Montserrado,New Kru Town,6.3733,-10.7928
Brazil,Pernambuco,Carpina,-7.8508,-35.2547
South Africa,Mpumalanga,Standerton,-26.95,29.25
Japan,Ōsaka,Kaizuka,34.4333,135.3667
United States,Minnesota,Brooklyn Park,45.1112,-93.3505
Philippines,Davao de Oro,Nabunturan,7.6008,125.9656
Philippines,Negros Oriental,Bais,9.5907,123.1213
Dominican Republic,Valdesia,Villa Altagracia,18.67,-70.17
United States,Ohio,Springfield,39.93,-83.7959
Philippines,Nueva Ecija,Science City of Muñoz,15.7153,120.9039
United States,California,Newport Beach,33.6151,-117.8668
Tunisia,Nabeul,Nabeul,36.4542,10.7347
Sri Lanka,Western,Athurugiriya,6.8687,79.9998
Japan,Saitama,Higashiyamato,35.75,139.4264
Japan,Kanagawa,Ayase,35.4333,139.4333
Indonesia,Jawa Timur,Bangil,-7.5978,112.7846
Colombia,Antioquia,Chigorodó,7.6675,-76.6808
United States,Michigan,Westland,42.3192,-83.3805
Guatemala,San Marcos,Concepción Tutuapa,15.2833,-91.7833
Trinidad and Tobago,Port of Spain,Port of Spain,10.6667,-61.5167
Brazil,Bahia,Euriápolis,-16.3778,-39.58
Japan,Saitama,Wakō,35.7812,139.6057
Iraq,Karbalā’,Al Hindīyah,32.5467,44.2277
China,Hebei,Luancheng,37.9003,114.6483
Syria,Rīf Dimashq,Dārayyā,33.4583,36.2326
Madagascar,Antsiranana,Sambava,-14.2662,50.1666
Finland,Satakunta,Pori,61.4833,21.8
Japan,Nara,Kitakōriyamachō,34.6494,135.7828
Greece,Attikí,Ílion,38.0333,23.7
India,Uttar Pradesh,Lāharpur,27.72,80.9
Nepal,Bāgmatī,Heṭauḍā,27.4167,85.0333
Syria,Ar Raqqah,Ath Thawrah,35.8367,38.5481
Philippines,Pangasinan,Bolinao,16.3881,119.8947
Venezuela,Cojedes,San Carlos,9.65,-68.5833
Brazil,São Paulo,Arujá,-23.3967,-46.3211
Algeria,Jijel,El Milia,36.75,6.2667
India,Karnātaka,Channapatna,12.6514,77.2067
France,Île-de-France,Versailles,48.805,2.135
United States,Ohio,Newark,40.0706,-82.425
Japan,Aichi,Chita,35,136.8667
Turkey,Edirne,Keşan,40.85,26.6333
South Africa,Mpumalanga,Ermelo,-26.5333,29.9833
Bulgaria,Yambol,Yambol,42.4833,26.5
China,Guangdong,Xishancun,23.2618,116.2321
Mexico,Veracruz,Acayucan,17.9422,-94.9103
Brazil,Mato Grosso,Lucas do Rio Verde,-13.05,-55.9108
Congo (Brazzaville),Niari,Dolisie,-4.2006,12.6792
Russia,Belgorodskaya Oblast’,Gubkin,51.2828,37.5353
India,Uttar Pradesh,Pilkhua,28.712,77.6545
Ghana,Volta,Ho,6.6004,0.47
Brazil,São Paulo,Matão,-21.6033,-48.3658
Dominican Republic,Enriquillo,Barahona,18.2079,-71.0996
India,Tamil Nādu,Tiruppattūr,12.4915,78.5684
Algeria,Constantine,Hamma Bouziane,36.5333,6.7167
Japan,Shiga,Moriyama,35.0586,135.9942
Oman,Ad Dākhilīyah,Nizwá,22.9333,57.5333
Ukraine,Sumska Oblast,Konotop,51.2167,33.2
Cameroon,Ouest,Foumban,5.7167,10.9167
Spain,Madrid,Valdemoro,40.1908,-3.6742
Afghanistan,Baghlān,Baghlān,36.1328,68.7
Spain,Castille-La Mancha,Talavera de la Reina,39.9583,-4.8328
United States,Indiana,Muncie,40.1989,-85.395
Kenya,Mandera,Lafey,3.1508,41.1864
Ireland,Galway,Galway,53.2729,-9.0418
United Kingdom,Buckinghamshire,Aylesbury,51.8168,-0.8124
Israel,Northern,Nazareth,32.7019,35.3033
Philippines,Palawan,Taytay,10.82,119.52
Vietnam,Vĩnh Phúc,Phúc Yên,21.2333,105.7
Romania,Caraş-Severin,Reşiţa,45.3008,21.8892
Mexico,Michoacán,La Piedad,20.3333,-102.0167
United States,Michigan,Farmington Hills,42.486,-83.3771
India,Haryāna,Gokulgarh,28.2468,76.6176
Russia,Rostovskaya Oblast’,Kamensk-Shakhtinskiy,48.3206,40.2611
Brazil,Bahia,Serrinha,-11.6642,-39.0075
Argentina,Santa Fe,Venado Tuerto,-33.75,-61.9667
Philippines,Davao de Oro,Maco,7.3619,125.8553
Spain,Ceuta,Ciudad de Ceuta,35.8883,-5.3156
United States,Illinois,Cicero,41.8445,-87.7593
United Kingdom,Kent,Ashford,51.1465,0.8676
India,Andhra Pradesh,Sirsilla,18.38,78.83
Italy,Lombardy,Como,45.8103,9.0861
Benin,Atacora,Boukoumbé,10.1833,1.1
Bangladesh,Sylhet,Habiganj,24.3804,91.413
Bangladesh,Chattogram,Lakshmīpur,22.9443,90.8301
Mexico,Chiapas,La Trinidad,15.9833,-91.8667
Germany,North Rhine-Westphalia,Minden,52.2883,8.9167
Brazil,Piauí,Picos,-7.0769,-41.4669
Philippines,Negros Oriental,Siaton,9.07,123.03
Spain,Galicia,Pontevedra,42.4333,-8.6333
Cambodia,Kampot,Kampong Trach,10.5585,104.4675
